PORT_SL,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
-0.04,0.8,3.0784,338.79,-16.936,-7.364,20.005,0.456,False
-0.04,1.0,3.0784,510.14,-20.85,-9.205,24.467,0.456,False
-0.04,1.2,3.0784,735.64,-24.64,-11.046,29.855,0.456,False
-0.04,1.4,3.0784,1027.74,-28.31,-12.887,36.303,0.456,False
-0.04,1.5,3.0784,1203.01,-30.1,-13.808,39.968,0.456,False
-0.04,1.6,3.0784,1400.17,-31.86,-14.728,43.948,0.456,False
-0.04,1.8,3.0784,1867.67,-35.293,-16.569,52.919,0.456,False
-0.04,2.0,3.0784,2445.5,-38.611,-18.41,63.337,0.456,False
-0.05,0.8,3.6136,407.6,-13.176,-8.44,30.934,0.417,False
-0.05,1.0,3.6141,636.21,-16.281,-10.55,39.076,0.417,False
-0.05,1.2,3.6141,954.05,-19.347,-12.66,49.311,0.417,False
-0.05,1.4,3.6141,1390.1,-22.352,-14.77,62.192,0.417,False
-0.05,1.5,3.6141,1663.48,-23.831,-15.825,69.803,0.417,False
-0.05,1.6,3.6141,1980.63,-25.295,-16.88,78.301,0.417,False
-0.05,1.8,3.6141,2770.22,-28.178,-18.99,98.311,0.417,False
-0.05,2.0,3.6141,3812.73,-31.002,-21.1,122.985,0.417,False
-0.055,0.8,3.5112,403.13,-13.855,-9.156,29.096,0.445,False
-0.055,1.0,3.5132,626.84,-17.017,-11.445,36.837,0.4448,False
-0.055,1.2,3.5132,935.61,-20.221,-13.734,46.27,0.4448,False
-0.055,1.4,3.5132,1355.88,-23.36,-16.023,58.042,0.4448,False
-0.055,1.5,3.5132,1617.69,-24.906,-17.168,64.952,0.4448,False
-0.055,1.6,3.5132,1920.01,-26.436,-18.312,72.629,0.4448,False
-0.055,1.8,3.5132,2666.89,-29.448,-20.601,90.563,0.4448,False
-0.055,2.0,3.5132,3642.33,-32.398,-22.89,112.426,0.4448,False
-0.06,0.8,3.7773,431.63,-12.363,-5.978,34.914,0.4514,False
-0.06,1.0,3.7785,681.57,-15.276,-7.472,44.617,0.4518,False
-0.06,1.2,3.7785,1034.19,-18.12,-8.967,57.074,0.4518,True
-0.06,1.4,3.7785,1526.01,-20.896,-10.461,73.028,0.4518,False
-0.06,1.5,3.7785,1838.21,-22.259,-11.209,82.582,0.4518,False
-0.06,1.6,3.7785,2203.59,-23.605,-11.956,93.351,0.4518,False
-0.06,1.8,3.7785,3125.88,-26.249,-13.45,119.087,0.4518,False
-0.06,2.0,3.7785,4366.43,-28.827,-14.945,151.472,0.4518,False
-0.065,0.8,3.7651,431.65,-12.342,-5.988,34.973,0.4598,False
-0.065,1.0,3.7672,681.78,-15.251,-7.485,44.704,0.4604,False
-0.065,1.2,3.7672,1034.24,-18.091,-8.982,57.169,0.4604,False
-0.065,1.4,3.7672,1525.55,-20.863,-10.478,73.123,0.4604,False
-0.065,1.5,3.7672,1837.28,-22.224,-11.227,82.672,0.4604,False
-0.065,1.6,3.7672,2201.98,-23.568,-11.975,93.431,0.4604,False
-0.065,1.8,3.7672,3121.99,-26.207,-13.472,119.126,0.4604,False
-0.065,2.0,3.7672,4358.38,-28.782,-14.969,151.428,0.4604,False
-0.07,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.07,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.07,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.07,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.07,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.07,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.07,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.07,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.075,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.075,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.075,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.075,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.075,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.075,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.075,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.075,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.08,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.08,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.08,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.08,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.08,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.08,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.08,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.08,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.085,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.085,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.085,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.085,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.085,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.085,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.085,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.085,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
-0.1,0.8,3.7602,431.79,-12.342,-6.233,34.984,0.4619,False
-0.1,1.0,3.7626,682.04,-15.251,-7.792,44.721,0.4626,False
-0.1,1.2,3.7626,1034.55,-18.091,-9.35,57.186,0.4626,False
-0.1,1.4,3.7626,1525.82,-20.863,-10.909,73.135,0.4626,False
-0.1,1.5,3.7626,1837.47,-22.224,-11.688,82.68,0.4626,False
-0.1,1.6,3.7626,2202.01,-23.568,-12.467,93.432,0.4626,False
-0.1,1.8,3.7626,3121.41,-26.207,-14.025,119.104,0.4626,False
-0.1,2.0,3.7626,4356.52,-28.782,-15.584,151.363,0.4626,False
