L_BASE,L_HIGH,Sharpe,CAGR%,MaxDD%,Worst1D%,Calmar,WF_CV,baseline
0.0,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.0,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.0,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.0,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.0,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.0,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,True
0.0,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.0,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.0,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.1,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.1,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.1,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.1,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.1,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.1,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.1,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.1,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.1,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.2,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.2,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.2,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.2,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.2,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.2,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.2,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.2,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.2,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.3,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.3,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.3,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.3,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.3,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.3,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.3,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.3,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.3,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.4,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.4,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.4,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.4,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.4,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.4,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.4,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.4,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.4,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.5,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.5,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.5,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.5,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.5,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.5,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.5,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.5,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.5,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.6,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.6,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.6,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.6,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.6,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.6,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.6,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.6,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.6,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.7,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.7,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.7,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.7,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.7,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.7,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.7,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.7,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.7,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.75,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.75,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.75,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.75,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.75,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.75,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.75,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.75,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.75,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.8,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.8,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.8,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.8,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.8,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.8,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.8,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.8,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.8,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
0.9,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
0.9,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
0.9,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
0.9,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
0.9,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
0.9,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
0.9,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
0.9,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
0.9,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
1.0,0.6,3.8193,246.4,-9.379,-3.984,26.27,0.568,False
1.0,0.8,3.8268,411.12,-12.363,-5.312,33.255,0.5657,False
1.0,1.0,3.8442,651.8,-15.276,-6.64,42.668,0.5652,False
1.0,1.2,3.8442,985.96,-18.12,-7.968,54.412,0.5652,False
1.0,1.4,3.8442,1451.25,-20.896,-9.296,69.45,0.5652,False
1.0,1.5,3.8442,1746.46,-22.259,-9.96,78.46,0.5652,False
1.0,1.6,3.8442,2091.95,-23.605,-10.624,88.621,0.5652,False
1.0,1.8,3.8442,2964.56,-26.249,-11.952,112.942,0.5652,False
1.0,2.0,3.8442,4140.33,-28.827,-13.28,143.628,0.5652,False
